"HGNC_Symbol","logFC","raw_P.value","adj_P.value"
"TMEM229B",-0.275932324564812,0.0194614374157932,0.577471389453634
"RNF19A",0.319048848724869,0.0194750156146124,0.577471389453634
"PLXNA2",0.529545641682572,0.0194940596905427,0.577471389453634
"XRN1",0.371257664257601,0.0195089132361141,0.577471389453634
"EI24",-0.268162887621106,0.0195412901581771,0.577471389453634
"ORM1",0.809466992257312,0.0196413708839621,0.577471389453634
"GNAQ",0.577059675526791,0.019666976846324,0.577471389453634
"DNALI1",-1.08197100387608,0.0196854220159666,0.577471389453634
"CCNG2",0.472193931917193,0.0197615919367556,0.577471389453634
"PCSK6",0.381419087918171,0.0197675268065799,0.577471389453634
"CADM1",0.390193300357065,0.0197859375921335,0.577471389453634
"PRSS41",-1.01577766047886,0.019935135396383,0.577471389453634
"PTPRO",0.393927833004382,0.0199398048240726,0.577471389453634
"TNFSF13B",0.614077797219722,0.0199584560282652,0.577471389453634
"ARRDC3",0.498564826995698,0.0199717996156406,0.577471389453634
"S100A8",0.736281598960453,0.0200250225112726,0.577471389453634
"IPMK",0.653807370795466,0.0201034860149565,0.577471389453634
"CCDC74A",1.49102288443138,0.0201774021616764,0.577471389453634
"OTUD6B-AS1",0.345800295938739,0.0201993597030265,0.577471389453634
"ARHGAP19",0.469812482732109,0.0203471079303082,0.577471389453634
"RCAN2",-0.954436547995062,0.0203471402538728,0.577471389453634
"DICER1",0.561357303764108,0.0204066385426701,0.577471389453634
